Patryk,3
Patryk,7
Patryk,6
Patryk,5
Patryk,9
Zdzisiek,11
Krzysiu,11
Zdzisiek,20
Krzysiu,10
Zdzisiek,3
Krzysiu,6
Zdzisiek,18
Krzysiu,13
Zdzisiek,9
Krzysiu,11
Zdzisiek,7
Krzysiu,8
Patryk,6
Patryk,9
Patryk,13
Zdzisiek,6
Krzysiu,9
Zdzisiek,9
Krzysiu,7
Zdzisiek,12
Krzysiu,10
Zdzisiek,9
Krzysiu,5
Rosa,9
Rosa,8
Kamil,8
Kamil,12
Kamil,6
Patryk,7
Patryk,11
Patryk,6
Patryk,7
Karol,8
Przemek,9
Przemek,7
Przemek,10
Mariola,8
Mariola,15
Mariola,7
Weronika,8
